EmployeeNumber,Attrition,Department,Age,Gender,JobRole,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany
1243,No,Sales,35,Female,Sales Executive,4,10377,2,13
1244,No,Research & Development,27,Male,Research Scientist,1,2235,2,9
1245,No,Research & Development,54,Female,Manufacturing Director,3,10502,1,5
1246,No,Research & Development,44,Female,Research Scientist,4,2011,3,10
1248,Yes,Research & Development,19,Female,Research Scientist,2,1859,4,1
1249,No,Research & Development,29,Female,Research Scientist,4,3760,3,3
1250,No,Research & Development,54,Male,Research Director,4,17779,3,10
1251,No,Research & Development,31,Male,Healthcare Representative,1,6833,2,6
1252,No,Research & Development,31,Female,Healthcare Representative,1,6812,3,10
1254,No,Sales,59,Female,Sales Executive,4,5171,3,6
1255,No,Research & Development,43,Male,Research Director,4,19740,3,8
1256,No,Research & Development,49,Male,Manager,3,18711,4,1
1257,No,Research & Development,36,Male,Research Scientist,2,3692,2,11
1258,No,Research & Development,48,Male,Laboratory Technician,2,2559,2,1
1259,No,Research & Development,27,Male,Research Scientist,3,2517,3,5
1260,No,Research & Development,29,Male,Healthcare Representative,4,6623,3,6
1263,No,Research & Development,48,Male,Research Director,4,18265,4,1
1264,No,Research & Development,29,Female,Research Director,4,16124,2,7
1265,No,Research & Development,34,Female,Research Scientist,3,2585,2,1
1267,No,Sales,44,Male,Manager,2,18213,3,22
1268,No,Sales,33,Male,Sales Executive,3,8380,3,9
1269,No,Research & Development,19,Female,Research Scientist,4,2994,3,1
1270,No,Research & Development,23,Male,Research Scientist,3,1223,3,1
1273,Yes,Sales,25,Male,Sales Representative,4,1118,3,1
1275,No,Research & Development,26,Male,Research Scientist,4,2875,2,8
1277,Yes,Sales,45,Female,Manager,2,18824,3,24
1278,No,Research & Development,55,Male,Healthcare Representative,2,13577,3,33
1279,Yes,Research & Development,21,Female,Laboratory Technician,3,2625,1,2
1280,No,Sales,46,Female,Manager,2,18789,3,11
1281,No,Sales,34,Female,Sales Executive,1,4538,3,3
1282,No,Sales,51,Male,Manager,2,19847,2,29
1283,No,Research & Development,59,Male,Manufacturing Director,4,10512,2,9
1285,No,Research & Development,34,Female,Laboratory Technician,2,4444,4,11
1286,No,Research & Development,28,Male,Laboratory Technician,3,2154,2,4
1288,No,Research & Development,44,Male,Manager,1,19190,2,25
1289,No,Human Resources,34,Male,Human Resources,2,4490,4,10
1291,No,Research & Development,35,Male,Research Scientist,3,3506,3,3
1292,No,Research & Development,42,Female,Research Scientist,2,2372,3,1
1293,No,Sales,43,Female,Sales Executive,4,10231,4,21
1294,No,Research & Development,36,Female,Manufacturing Director,2,5410,3,16
1295,Yes,Research & Development,44,Female,Healthcare Representative,4,7978,3,10
1296,No,Research & Development,28,Male,Laboratory Technician,4,3867,3,2
1297,No,Research & Development,51,Female,Laboratory Technician,3,2838,2,7
1298,No,Research & Development,30,Female,Manufacturing Director,3,4695,3,8
1299,Yes,Research & Development,29,Female,Laboratory Technician,3,3339,3,7
1301,No,Research & Development,28,Male,Research Scientist,1,2080,2,3
1303,No,Research & Development,25,Female,Research Scientist,2,2096,2,2
1304,No,Sales,32,Male,Sales Executive,4,6209,4,10
1306,No,Research & Development,45,Female,Manager,2,18061,3,0
1307,No,Research & Development,39,Female,Manager,2,17123,3,19
1308,No,Research & Development,58,Male,Research Scientist,3,2372,3,2
1309,Yes,Research & Development,32,Male,Laboratory Technician,3,4883,3,10
1310,Yes,Research & Development,39,Male,Research Scientist,1,3904,3,5
1311,No,Research & Development,30,Female,Laboratory Technician,4,4627,3,9
1312,No,Research & Development,36,Female,Healthcare Representative,3,7094,3,7
1314,No,Human Resources,46,Female,Human Resources,1,3423,4,7
1315,No,Research & Development,28,Female,Laboratory Technician,4,6674,3,9
1317,No,Research & Development,50,Female,Research Director,1,16880,3,3
1318,Yes,Sales,40,Male,Sales Executive,2,9094,3,5
1319,Yes,Sales,52,Male,Sales Executive,2,8446,2,8
1321,No,Research & Development,30,Female,Manager,1,11916,3,9
1322,No,Research & Development,39,Male,Manufacturing Director,3,4534,3,8
1324,No,Sales,31,Female,Sales Executive,3,9852,2,10
1329,No,Sales,41,Male,Sales Executive,2,6151,3,19
1331,Yes,Sales,31,Female,Sales Representative,2,2302,4,3
1333,Yes,Research & Development,44,Male,Laboratory Technician,1,2362,4,3
1334,No,Research & Development,42,Male,Manager,3,17861,2,20
1336,No,Research & Development,55,Female,Manager,3,19187,3,19
1338,No,Human Resources,56,Male,Manager,2,19717,3,7
1340,No,Research & Development,40,Male,Research Scientist,3,3544,3,4
1344,No,Research & Development,34,Male,Healthcare Representative,4,8500,2,9
1346,No,Research & Development,40,Male,Research Scientist,4,4661,3,9
1349,No,Sales,41,Female,Sales Executive,1,4103,3,9
1350,No,Research & Development,35,Male,Research Scientist,3,4249,3,9
1352,No,Human Resources,51,Male,Manager,2,14026,3,33
1355,No,Sales,38,Female,Sales Executive,1,6893,3,7
1356,No,Sales,34,Female,Sales Executive,1,6125,4,10
1358,No,Research & Development,25,Male,Laboratory Technician,4,3669,2,3
1360,Yes,Research & Development,58,Female,Manufacturing Director,1,10008,2,10
1361,No,Research & Development,40,Male,Laboratory Technician,2,2387,3,4
1362,No,Sales,36,Female,Sales Executive,1,4639,2,15
1363,No,Research & Development,48,Male,Manufacturing Director,4,7898,3,10
1364,No,Sales,27,Female,Sales Representative,4,2534,3,1
1367,No,Research & Development,51,Female,Manufacturing Director,2,13142,2,5
1368,No,Research & Development,18,Female,Laboratory Technician,4,1611,4,0
1369,No,Research & Development,35,Female,Laboratory Technician,4,5363,3,9
1371,No,Sales,27,Male,Sales Executive,4,5071,3,6
1372,Yes,Sales,55,Male,Sales Executive,3,13695,2,19
1373,No,Research & Development,56,Male,Manufacturing Director,2,13402,3,19
1374,No,Research & Development,34,Female,Research Scientist,3,2029,3,5
1375,No,Research & Development,40,Female,Healthcare Representative,3,6377,3,12
1377,No,Research & Development,34,Male,Laboratory Technician,3,5429,3,8
1379,Yes,Sales,31,Female,Sales Representative,4,2785,4,1
1380,Yes,Sales,35,Female,Sales Executive,3,4614,2,4
1382,No,Research & Development,38,Male,Research Scientist,3,2610,3,4
1383,No,Research & Development,34,Female,Healthcare Representative,4,6687,4,14
1387,No,Sales,28,Male,Sales Executive,1,4724,3,5
1389,Yes,Research & Development,31,Male,Manufacturing Director,3,6179,2,10
1390,No,Sales,39,Male,Sales Executive,4,6120,4,5
1391,No,Sales,51,Male,Sales Executive,2,10596,3,4
1392,No,Research & Development,41,Female,Research Scientist,4,5467,2,6
1394,No,Research & Development,37,Male,Research Scientist,3,2996,3,6
1395,No,Sales,33,Male,Sales Executive,4,9998,4,5
1396,No,Sales,32,Male,Sales Executive,2,4078,2,3
1397,No,Research & Development,39,Male,Healthcare Representative,3,10920,3,6
1399,No,Sales,25,Male,Sales Executive,3,6232,2,3
1401,No,Research & Development,52,Female,Manufacturing Director,3,13247,2,5
1402,No,Research & Development,43,Female,Research Scientist,3,4081,1,20
1403,No,Sales,27,Female,Sales Executive,4,5769,3,6
1405,Yes,Research & Development,27,Female,Research Scientist,3,2394,3,8
1407,No,Research & Development,26,Male,Research Scientist,4,3904,3,4
1408,No,Human Resources,42,Female,Manager,1,16799,3,20
1409,No,Research & Development,52,Female,Laboratory Technician,1,2950,1,5
1411,No,Research & Development,37,Female,Laboratory Technician,3,3629,3,3
1412,No,Research & Development,35,Male,Manufacturing Director,4,9362,3,2
1415,No,Research & Development,25,Male,Laboratory Technician,4,3229,2,3
1417,No,Research & Development,26,Male,Laboratory Technician,1,3578,3,7
1419,No,Human Resources,29,Male,Human Resources,1,7988,2,10
1420,Yes,Research & Development,49,Male,Laboratory Technician,1,4284,3,4
1421,Yes,Research & Development,29,Female,Healthcare Representative,4,7553,3,8
1422,No,Research & Development,54,Female,Research Director,4,17328,2,20
1423,No,Research & Development,58,Female,Research Director,1,19701,3,9
1424,No,Research & Development,55,Male,Research Director,4,14732,4,7
1425,No,Sales,36,Female,Sales Executive,2,9278,3,5
1427,Yes,Sales,31,Female,Sales Representative,3,1359,3,1
1428,No,Sales,30,Female,Sales Executive,1,4779,3,3
1430,No,Research & Development,31,Female,Research Director,2,16422,4,3
1431,No,Research & Development,34,Male,Research Scientist,1,2996,3,4
1433,Yes,Research & Development,31,Female,Research Scientist,2,1261,4,1
1434,No,Research & Development,27,Male,Laboratory Technician,1,2099,4,5
1435,No,Research & Development,36,Male,Laboratory Technician,4,5810,2,10
1436,No,Sales,36,Female,Sales Executive,1,5647,2,3
1438,No,Research & Development,47,Male,Research Scientist,4,3420,2,6
1439,Yes,Sales,25,Male,Sales Representative,1,4400,3,3
1440,No,Research & Development,37,Male,Laboratory Technician,3,3500,1,6
1441,No,Research & Development,56,Female,Research Scientist,1,2066,4,3
1443,No,Research & Development,47,Female,Research Director,3,17169,4,20
1445,No,Sales,24,Female,Sales Executive,3,4162,3,5
1446,No,Sales,32,Male,Sales Executive,4,9204,2,4
1447,No,Research & Development,34,Female,Laboratory Technician,2,3294,2,5
1448,No,Research & Development,41,Male,Research Scientist,3,2127,2,4
1449,No,Research & Development,40,Male,Laboratory Technician,3,3975,4,8
1453,No,Sales,31,Male,Sales Executive,4,10793,3,13
1457,Yes,Sales,46,Male,Sales Executive,4,10096,4,7
1458,Yes,Research & Development,39,Female,Laboratory Technician,1,3646,4,1
1459,Yes,Research & Development,31,Female,Manufacturing Director,2,7446,3,10
1460,No,Research & Development,45,Male,Healthcare Representative,1,10851,3,7
1461,No,Human Resources,31,Female,Human Resources,2,2109,3,3
1464,Yes,Research & Development,31,Male,Laboratory Technician,4,3722,1,2
1465,No,Research & Development,45,Male,Manufacturing Director,4,9380,4,3
1466,No,Sales,48,Male,Sales Executive,1,5486,3,2
1467,Yes,Human Resources,34,Female,Human Resources,3,2742,3,2
1468,No,Research & Development,40,Male,Research Director,2,13757,3,9
1469,No,Sales,28,Male,Sales Executive,1,8463,3,5
1471,No,Research & Development,44,Male,Laboratory Technician,3,3162,3,5
1472,No,Research & Development,53,Male,Research Director,2,16598,2,9
1473,No,Research & Development,49,Male,Healthcare Representative,3,6651,2,3
1474,No,Research & Development,40,Male,Research Scientist,3,2345,4,3
1475,No,Research & Development,44,Male,Research Scientist,2,3420,2,5
1477,No,Sales,33,Male,Sales Executive,1,4373,3,4
1478,No,Sales,34,Male,Sales Executive,1,4759,3,13
1479,No,Sales,30,Male,Sales Executive,3,5301,2,2
1480,No,Research & Development,42,Female,Laboratory Technician,4,3673,3,12
1481,No,Sales,44,Female,Sales Executive,3,4768,2,1
1482,No,Research & Development,30,Male,Research Scientist,3,1274,2,1
1483,No,Research & Development,57,Male,Research Scientist,3,4900,2,12
1484,No,Research & Development,49,Male,Healthcare Representative,2,10466,3,8
1485,No,Research & Development,34,Male,Research Director,1,17007,2,14
1486,Yes,Sales,28,Male,Sales Representative,3,2909,4,3
1487,Yes,Sales,29,Female,Sales Executive,2,5765,1,5
1489,Yes,Sales,34,Female,Sales Executive,2,4599,4,15
1492,No,Sales,35,Male,Sales Representative,3,2404,3,1
1494,Yes,Research & Development,24,Male,Laboratory Technician,1,3172,2,0
1495,No,Sales,24,Female,Sales Representative,2,2033,3,1
1496,No,Research & Development,44,Male,Manufacturing Director,3,10209,2,2
1497,No,Sales,29,Male,Sales Executive,3,8620,3,10
1499,No,Human Resources,30,Male,Human Resources,3,2064,4,5
1501,No,Research & Development,55,Male,Healthcare Representative,3,4035,3,3
1502,No,Research & Development,33,Female,Laboratory Technician,2,3838,3,5
1503,No,Sales,47,Female,Sales Executive,3,4591,2,5
1504,Yes,Research & Development,28,Male,Laboratory Technician,1,2561,2,0
1506,No,Research & Development,28,Male,Research Scientist,3,1563,1,1
1507,No,Sales,28,Male,Sales Executive,1,4898,3,4
1509,No,Research & Development,49,Female,Laboratory Technician,1,4789,3,3
1513,No,Research & Development,29,Female,Laboratory Technician,2,3180,3,3
1514,No,Research & Development,28,Male,Manufacturing Director,2,6549,2,8
1515,No,Research & Development,33,Male,Healthcare Representative,3,6388,3,0
1516,No,Research & Development,32,Male,Manager,4,11244,4,5
1520,No,Research & Development,54,Female,Manager,4,16032,3,14
1522,Yes,Research & Development,29,Male,Research Scientist,1,2362,1,9
1523,No,Research & Development,44,Male,Research Director,1,16328,4,20
1525,No,Research & Development,39,Female,Manufacturing Director,2,8376,3,2
1527,No,Sales,46,Female,Manager,2,16606,4,13
1529,No,Research & Development,35,Female,Healthcare Representative,2,8606,1,11
1533,No,Research & Development,23,Male,Laboratory Technician,3,2272,3,4
1534,Yes,Research & Development,40,Male,Laboratory Technician,1,2018,1,5
1535,No,Sales,34,Male,Sales Executive,3,7083,3,10
1537,Yes,Research & Development,31,Female,Research Scientist,3,4084,1,7
1539,No,Research & Development,50,Male,Research Director,4,14411,3,32
1541,No,Sales,34,Male,Sales Representative,3,2308,3,11
1542,No,Research & Development,42,Male,Laboratory Technician,2,4841,3,1
1543,No,Research & Development,37,Male,Research Scientist,4,4285,3,10
1544,No,Research & Development,29,Female,Healthcare Representative,1,9715,3,7
1545,No,Research & Development,33,Male,Manufacturing Director,2,4320,3,5
1546,No,Research & Development,45,Male,Research Scientist,4,2132,3,5
1547,No,Research & Development,42,Male,Healthcare Representative,4,10124,1,20
1548,No,Sales,40,Male,Sales Executive,1,5473,4,8
1549,No,Research & Development,33,Male,Laboratory Technician,3,5207,3,15
1550,No,Human Resources,40,Male,Manager,4,16437,3,21
1551,No,Research & Development,24,Male,Laboratory Technician,1,2296,3,1
1552,No,Research & Development,40,Male,Healthcare Representative,4,4069,3,2
1553,No,Research & Development,45,Male,Healthcare Representative,2,7441,3,10
1554,No,Sales,35,Female,Sales Representative,3,2430,3,5
1555,No,Research & Development,32,Female,Research Scientist,2,5878,3,7
1556,No,Sales,36,Male,Sales Representative,4,2644,2,3
1557,No,Sales,48,Female,Sales Executive,3,6439,3,8
1558,No,Research & Development,29,Male,Research Scientist,3,2451,2,1
1560,No,Sales,33,Male,Sales Executive,1,6392,1,2
1562,Yes,Sales,30,Male,Sales Executive,1,9714,3,10
1563,No,Human Resources,38,Male,Human Resources,3,6077,3,6
1564,No,Research & Development,35,Male,Laboratory Technician,1,2450,3,3
1568,No,Sales,30,Male,Sales Executive,2,9250,3,4
1569,Yes,Research & Development,35,Female,Laboratory Technician,1,2074,3,1
1572,Yes,Research & Development,53,Female,Manufacturing Director,4,10169,3,33
1573,Yes,Research & Development,38,Male,Manufacturing Director,2,4855,3,5
1574,No,Research & Development,32,Male,Research Scientist,1,4087,2,6
1576,No,Research & Development,48,Female,Research Scientist,1,2367,2,8
1577,No,Research & Development,34,Male,Research Scientist,4,2972,1,1
1578,No,Sales,55,Male,Manager,4,19586,3,36
1580,No,Research & Development,34,Male,Research Scientist,4,5484,2,2
1581,No,Research & Development,26,Female,Research Scientist,4,2061,3,1
1582,No,Sales,38,Male,Sales Executive,2,9924,3,9
1583,No,Sales,38,Female,Sales Executive,2,4198,4,3
1585,No,Sales,36,Female,Sales Executive,3,6815,3,1
1586,No,Research & Development,29,Male,Laboratory Technician,1,4723,3,10
1587,No,Research & Development,35,Female,Healthcare Representative,3,6142,3,5
1588,No,Sales,39,Male,Sales Executive,3,8237,3,7
1590,No,Research & Development,29,Male,Healthcare Representative,4,8853,4,6
1591,No,Sales,50,Male,Manager,3,19331,3,1
1592,No,Research & Development,23,Male,Research Scientist,3,2073,3,2
1594,No,Research & Development,36,Male,Laboratory Technician,1,5562,3,3
1595,No,Research & Development,42,Male,Manager,4,19613,3,1
1596,No,Research & Development,35,Male,Laboratory Technician,3,3407,2,10
1597,No,Research & Development,34,Male,Healthcare Representative,3,5063,2,8
1598,No,Sales,40,Female,Sales Executive,1,4639,3,5
1599,No,Research & Development,43,Male,Laboratory Technician,2,4876,3,6
1601,No,Research & Development,35,Male,Laboratory Technician,4,2690,2,1
1602,No,Sales,46,Male,Manager,1,17567,1,26
1604,Yes,Research & Development,28,Male,Laboratory Technician,2,2408,3,1
1605,No,Research & Development,22,Female,Research Scientist,3,2814,2,4
1606,No,Research & Development,50,Male,Healthcare Representative,3,11245,3,30
1607,No,Research & Development,32,Female,Research Scientist,4,3312,3,3
1608,No,Research & Development,44,Female,Research Director,4,19049,2,22
1609,No,Research & Development,30,Male,Research Scientist,2,2141,2,6
1611,No,Research & Development,45,Female,Laboratory Technician,1,5769,3,10
1612,No,Sales,45,Male,Sales Executive,1,4385,3,10
1613,No,Sales,31,Male,Sales Executive,1,5332,3,5
1614,No,Research & Development,36,Female,Manufacturing Director,3,4663,3,3
1615,No,Research & Development,34,Male,Manufacturing Director,4,4724,3,9
1617,No,Research & Development,49,Female,Laboratory Technician,1,3211,2,9
1618,No,Research & Development,39,Male,Manufacturing Director,1,5377,3,7
1619,No,Research & Development,27,Male,Laboratory Technician,1,4066,3,7
1621,No,Research & Development,35,Male,Research Scientist,1,5208,3,16
1622,No,Research & Development,28,Female,Manufacturing Director,1,4877,2,5
1623,No,Research & Development,21,Male,Research Scientist,4,3117,3,2
1624,Yes,Sales,18,Female,Sales Representative,4,1569,4,0
1625,No,Human Resources,47,Female,Manager,3,19658,3,5
1627,No,Research & Development,39,Male,Laboratory Technician,3,3069,3,10
1628,No,Research & Development,40,Female,Manufacturing Director,3,10435,3,18
1630,No,Research & Development,35,Female,Healthcare Representative,3,4148,3,14
1631,No,Research & Development,37,Male,Manufacturing Director,3,5768,2,4
1633,No,Research & Development,39,Female,Manufacturing Director,3,5042,1,9
1635,No,Research & Development,45,Female,Manufacturing Director,4,5770,3,10
1638,No,Research & Development,38,Female,Manufacturing Director,3,7756,4,5
1639,Yes,Sales,35,Male,Sales Executive,1,10306,3,13
1640,No,Research & Development,37,Female,Research Scientist,2,3936,1,8
1641,No,Research & Development,40,Female,Manufacturing Director,4,7945,2,4
1642,No,Human Resources,44,Male,Human Resources,4,5743,3,10
1644,No,Research & Development,48,Male,Manager,4,15202,3,2
1645,Yes,Sales,35,Male,Sales Executive,4,5440,2,2
1646,No,Research & Development,24,Female,Research Scientist,4,3760,3,6
1647,No,Research & Development,27,Female,Research Scientist,3,3517,3,3
1648,No,Research & Development,27,Male,Research Scientist,4,2580,2,4
1649,Yes,Research & Development,40,Male,Laboratory Technician,1,2166,1,4
1650,No,Sales,29,Male,Sales Executive,3,5869,3,5
1651,No,Research & Development,36,Female,Healthcare Representative,1,8008,3,3
1653,No,Research & Development,25,Male,Manufacturing Director,3,5206,3,7
1654,No,Research & Development,39,Male,Manufacturing Director,2,5295,3,5
1655,No,Research & Development,49,Female,Research Director,2,16413,3,4
1656,No,Research & Development,50,Female,Research Director,1,13269,3,14
1657,No,Sales,20,Female,Sales Representative,3,2783,3,2
1658,No,Research & Development,34,Female,Research Scientist,2,5433,3,11
1659,No,Research & Development,36,Male,Laboratory Technician,2,2013,3,4
1661,No,Research & Development,49,Female,Healthcare Representative,3,13966,3,15
1662,No,Research & Development,36,Female,Manufacturing Director,3,4374,3,3
1664,No,Research & Development,36,Male,Healthcare Representative,1,6842,3,5
1665,No,Research & Development,54,Female,Manager,3,17426,3,10
1666,No,Research & Development,43,Male,Research Director,3,17603,3,14
1667,Yes,Sales,35,Male,Sales Executive,4,4581,4,11
1668,No,Research & Development,38,Male,Research Scientist,4,4735,4,13
1669,No,Sales,29,Male,Sales Executive,2,4187,2,10
1670,No,Sales,33,Male,Sales Executive,4,5505,3,6
1671,No,Research & Development,32,Male,Research Scientist,2,5470,2,9
1673,No,Sales,31,Female,Sales Executive,4,5476,3,10
1674,No,Research & Development,49,Female,Laboratory Technician,1,2587,2,2
1675,No,Research & Development,38,Female,Laboratory Technician,2,2440,3,4
1676,No,Sales,47,Female,Manager,2,15972,3,3
1677,No,Research & Development,49,Male,Manager,3,15379,3,8
1678,No,Sales,41,Male,Sales Executive,3,7082,3,2
1680,No,Sales,20,Male,Sales Representative,1,2728,3,2
1681,No,Sales,33,Female,Sales Executive,4,5368,3,6
1682,No,Research & Development,36,Male,Healthcare Representative,3,5347,2,3
1683,No,Human Resources,44,Female,Human Resources,4,3195,3,2
1684,Yes,Research & Development,23,Male,Laboratory Technician,3,3989,3,5
1687,No,Research & Development,38,Female,Laboratory Technician,3,3306,2,0
1689,No,Research & Development,53,Male,Healthcare Representative,4,7005,3,4
1691,Yes,Sales,48,Female,Sales Representative,3,2655,3,9
1692,Yes,Research & Development,32,Male,Laboratory Technician,2,1393,3,1
1693,No,Research & Development,26,Male,Laboratory Technician,4,2570,3,7
1694,No,Research & Development,55,Male,Research Scientist,2,3537,3,4
1696,No,Research & Development,34,Male,Laboratory Technician,4,3986,4,15
1697,No,Research & Development,60,Male,Healthcare Representative,4,10883,4,1
1698,No,Research & Development,33,Male,Laboratory Technician,2,2028,3,14
1700,No,Sales,37,Male,Sales Executive,4,9525,2,6
1701,No,Research & Development,34,Female,Research Scientist,4,2929,3,10
1702,Yes,Sales,23,Male,Sales Representative,4,2275,3,3
1703,No,Research & Development,44,Female,Healthcare Representative,4,7879,3,8
1704,No,Research & Development,35,Male,Research Scientist,4,4930,4,5
1706,No,Sales,43,Male,Sales Executive,4,7847,3,10
1707,No,Research & Development,24,Male,Research Scientist,3,4401,3,5
1708,No,Sales,41,Male,Sales Executive,3,9241,3,10
1709,No,Research & Development,29,Female,Laboratory Technician,3,2974,3,5
1710,No,Sales,36,Female,Sales Representative,4,4502,2,13
1712,No,Research & Development,45,Male,Healthcare Representative,3,10748,2,23
1714,Yes,Human Resources,24,Male,Human Resources,3,1555,3,1
1716,Yes,Sales,47,Male,Sales Executive,3,12936,1,23
1718,No,Research & Development,26,Male,Laboratory Technician,3,2305,4,3
1719,No,Research & Development,45,Female,Research Director,2,16704,3,21
1720,No,Research & Development,32,Male,Research Scientist,3,3433,2,5
1721,No,Research & Development,31,Male,Laboratory Technician,3,3477,4,5
1722,No,Human Resources,41,Male,Human Resources,2,6430,3,3
1724,No,Research & Development,40,Female,Manufacturing Director,1,6516,3,1
1725,No,Research & Development,24,Male,Laboratory Technician,1,3907,4,6
1727,No,Research & Development,46,Male,Healthcare Representative,2,5562,3,10
1728,No,Research & Development,35,Male,Manufacturing Director,3,6883,3,7
1729,No,Research & Development,30,Male,Research Scientist,4,2862,2,10
1731,No,Sales,47,Male,Sales Executive,2,4978,1,1
1732,No,Sales,46,Male,Sales Executive,4,10368,2,10
1733,Yes,Sales,36,Male,Sales Executive,1,6134,3,2
1734,Yes,Sales,32,Male,Sales Executive,2,6735,3,0
1735,No,Research & Development,23,Female,Laboratory Technician,2,3295,1,3
1736,No,Research & Development,31,Female,Manufacturing Director,4,5238,2,5
1737,No,Research & Development,39,Male,Laboratory Technician,4,6472,3,9
1739,No,Sales,32,Male,Sales Executive,3,9610,1,4
1740,No,Sales,40,Male,Manager,2,19833,2,21
1744,No,Human Resources,45,Female,Human Resources,3,9756,4,5
1745,No,Research & Development,30,Female,Research Scientist,1,4968,3,9
1746,No,Human Resources,24,Male,Human Resources,4,2145,3,2
1747,Yes,Human Resources,30,Female,Human Resources,4,2180,2,4
1749,No,Sales,31,Male,Sales Executive,3,8346,3,5
1751,No,Research & Development,27,Female,Research Scientist,4,3445,2,6
1752,Yes,Sales,29,Female,Sales Representative,2,2760,3,2
1753,No,Research & Development,29,Male,Healthcare Representative,3,6294,4,3
1754,No,Sales,30,Male,Sales Executive,1,7140,3,7
1755,No,Research & Development,34,Male,Research Scientist,4,2932,3,5
1756,No,Sales,33,Female,Sales Executive,2,5147,2,11
1757,No,Sales,49,Female,Sales Executive,4,4507,4,5
1758,Yes,Sales,33,Female,Sales Executive,1,8564,2,0
1760,No,Research & Development,38,Female,Laboratory Technician,2,2468,2,6
1761,Yes,Sales,31,Male,Sales Executive,3,8161,3,1
1762,No,Research & Development,29,Female,Research Scientist,1,2109,3,1
1763,No,Research & Development,30,Male,Healthcare Representative,3,5294,3,7
1764,No,Research & Development,32,Male,Research Scientist,2,2718,3,7
1766,No,Research & Development,38,Male,Healthcare Representative,4,5811,3,1
1767,Yes,Research & Development,43,Male,Research Scientist,3,2437,3,1
1768,No,Research & Development,42,Male,Laboratory Technician,2,2766,2,5
1770,No,Research & Development,55,Male,Research Director,1,19038,3,1
1771,No,Research & Development,33,Male,Research Scientist,2,3055,2,9
1772,No,Research & Development,41,Male,Laboratory Technician,1,2289,3,5
1774,No,Sales,34,Male,Sales Executive,3,4001,3,15
1775,No,Research & Development,53,Female,Manufacturing Director,3,12965,2,3
1778,No,Human Resources,43,Male,Human Resources,4,3539,3,9
1779,No,Sales,34,Female,Sales Executive,4,6029,3,2
1780,Yes,Sales,21,Male,Sales Representative,2,2679,3,1
1782,No,Research & Development,38,Female,Laboratory Technician,3,3702,3,5
1783,Yes,Research & Development,22,Female,Laboratory Technician,1,2398,3,1
1784,No,Sales,31,Female,Sales Executive,4,5468,3,12
1786,No,Research & Development,51,Female,Manager,3,13116,3,2
1787,No,Sales,37,Male,Sales Executive,2,4189,3,5
1789,No,Research & Development,46,Male,Research Director,4,19328,3,2
1790,No,Research & Development,36,Male,Healthcare Representative,1,8321,3,12
1792,Yes,Research & Development,44,Male,Research Scientist,2,2342,2,5
1794,No,Human Resources,37,Male,Human Resources,2,4071,2,10
1797,Yes,Sales,35,Male,Sales Executive,4,5813,3,10
1798,No,Research & Development,33,Male,Research Scientist,1,3143,3,10
1799,No,Research & Development,28,Male,Research Scientist,4,2044,4,5
1800,No,Research & Development,39,Male,Research Director,3,13464,3,4
1801,No,Sales,46,Male,Sales Executive,2,7991,3,2
1802,No,Research & Development,40,Female,Laboratory Technician,1,3377,2,4
1803,No,Research & Development,42,Male,Healthcare Representative,1,5538,2,0
1804,No,Research & Development,35,Male,Manufacturing Director,4,5762,3,7
1805,No,Human Resources,38,Male,Human Resources,2,2592,3,11
1807,Yes,Research & Development,34,Male,Laboratory Technician,1,5346,2,7
1809,Yes,Research & Development,37,Male,Manufacturing Director,1,4213,1,10
1812,No,Sales,39,Male,Sales Executive,4,4127,3,2
1813,No,Research & Development,43,Male,Research Scientist,3,2438,2,3
1814,No,Research & Development,41,Male,Healthcare Representative,2,6870,1,3
1815,No,Sales,41,Female,Sales Executive,3,10447,4,22
1816,No,Research & Development,30,Female,Manufacturing Director,3,9667,3,7
1818,Yes,Human Resources,26,Female,Human Resources,2,2148,3,5
1821,Yes,Research & Development,46,Female,Healthcare Representative,2,8926,4,9
1822,No,Research & Development,40,Female,Healthcare Representative,4,6513,3,5
1823,No,Sales,34,Male,Sales Executive,3,6799,3,10
1824,No,Sales,58,Male,Manager,2,16291,2,16
1826,No,Research & Development,35,Male,Laboratory Technician,3,2705,4,5
1827,No,Research & Development,47,Female,Manufacturing Director,2,10333,3,22
1829,No,Research & Development,40,Female,Healthcare Representative,1,4448,3,7
1830,No,Research & Development,54,Female,Research Scientist,4,6854,2,7
1833,No,Sales,31,Female,Sales Executive,1,9637,3,3
1834,No,Research & Development,28,Female,Research Scientist,1,3591,3,3
1835,No,Sales,38,Female,Sales Representative,4,5405,2,4
1836,No,Sales,26,Male,Sales Executive,4,4684,3,5
1837,No,Research & Development,58,Male,Research Director,3,15787,3,2
1839,No,Research & Development,18,Female,Research Scientist,3,1514,1,0
1842,Yes,Human Resources,31,Male,Human Resources,1,2956,3,1
1844,Yes,Human Resources,29,Male,Human Resources,1,2335,3,2
1845,No,Sales,45,Female,Sales Executive,3,5154,4,8
1847,No,Research & Development,36,Female,Research Scientist,2,6962,3,1
1849,No,Sales,43,Male,Sales Executive,4,5675,3,7
1850,No,Research & Development,27,Female,Laboratory Technician,4,2379,2,5
1852,No,Research & Development,29,Male,Laboratory Technician,4,3812,4,11
1853,No,Sales,32,Male,Sales Executive,4,4648,4,0
1854,No,Research & Development,42,Male,Research Scientist,3,2936,2,6
